layer,pos,op,max_abs_diff,mean_abs_diff,mse,nrmse,rel_err_pct,dense_mean_abs,tq_mean_abs,note
5,20,v_normed,9.444557189941406,0.9283125400543213,1.4904570579528809,1.7386601079910045,132.20539342301254,0.7021744847297668,0.7578473687171936,
5,20,sdpa_out,13.759222030639648,0.27375832200050354,0.24755097925662994,2.189201886051713,120.45388711948178,0.22727230191230774,0.28928089141845703,
5,25,q_normed,4.9759650230407715,0.5810353755950928,0.6038596630096436,1.3480269054137741,100.79363897660204,0.5764603614807129,0.6262743473052979,
5,25,k_normed,0.42183566093444824,0.05687618628144264,0.005412655882537365,1.6087901063511076,124.37258078381734,0.04573048651218414,0.04799771308898926,
5,25,v_normed,6.775838851928711,0.914441704750061,1.396528959274292,1.6093823175475463,124.53467079130222,0.7342868447303772,0.7677033543586731,
5,25,sdpa_out,9.856143951416016,0.1759157031774521,0.13723617792129517,1.6795033908886474,79.75376356834737,0.2205735445022583,0.20385895669460297,
5,30,q_normed,3.589083194732666,0.4637534022331238,0.36869388818740845,1.0753463499603575,82.1301289824658,0.5646568536758423,0.5518840551376343,
5,30,k_normed,0.28292298316955566,0.04866628348827362,0.004008525516837835,1.3781876006426514,105.9361520010713,0.045939259231090546,0.04429715499281883,
5,30,v_normed,4.544519901275635,0.7793289422988892,1.034246802330017,1.3776287300667616,105.57009272734875,0.7382099628448486,0.7115593552589417,
5,30,sdpa_out,12.33407974243164,0.1611449122428894,0.0937267616391182,1.2533460735280395,65.97141467964424,0.24426475167274475,0.22444741427898407,
6,1,q_normed,0.1680058240890503,0.028943732380867004,0.00141385686583817,0.06029568512457893,4.641282952611439,0.6236149072647095,0.6230047941207886,
6,1,k_normed,0.01726517081260681,0.002711470006033778,1.281988534174161e-05,0.04166639250392961,3.155357959221731,0.08593224734067917,0.08592855930328369,
6,1,v_normed,0.19120776653289795,0.03720826655626297,0.0023056401405483484,0.07279809388969938,5.641098507174674,0.6595925688743591,0.6588307619094849,
6,1,sdpa_out,1.4011213779449463,0.04085646942257881,0.003479686100035906,0.19308216899053257,13.37312701287716,0.3055117130279541,0.3036056458950043,
6,5,q_normed,0.19604110717773438,0.029853269457817078,0.0014686204958707094,0.0663888785210813,5.171689478942459,0.5772440433502197,0.5754154920578003,
6,5,k_normed,0.03282301127910614,0.004329526796936989,3.3406577131245285e-05,0.0644980319509877,4.831376752039518,0.0896126925945282,0.08938278257846832,
6,5,v_normed,0.36304378509521484,0.05102793872356415,0.0043436260893940926,0.1003806354343105,7.771981343022431,0.6565628051757812,0.6610868573188782,
6,5,sdpa_out,2.1286730766296387,0.04379221051931381,0.005293476860970259,0.24452482832479855,14.718017703766984,0.2975414991378784,0.2950704097747803,
6,10,q_normed,0.19487667083740234,0.025795700028538704,0.0011495081707835197,0.05819618070628989,4.427777310269809,0.5825880169868469,0.5799259543418884,
6,10,k_normed,0.03793150186538696,0.0037970878183841705,2.715944719966501e-05,0.057788181347702916,4.210456700168206,0.09018232673406601,0.09021472930908203,
6,10,v_normed,0.265164852142334,0.03822518140077591,0.0023706257343292236,0.0680978272462645,5.3462752346764795,0.7149871587753296,0.7137267589569092,
6,10,sdpa_out,2.362962007522583,0.04161747545003891,0.006331989075988531,0.3345452156730004,17.496874508142305,0.23785662651062012,0.2340996265411377,
6,15,q_normed,0.1338559240102768,0.027369562536478043,0.0012312645558267832,0.0619637501972013,4.833145409564394,0.5662888288497925,0.568401575088501,
6,15,k_normed,0.03267389535903931,0.0036849691532552242,2.3719267119304277e-05,0.053527319844192386,4.050034494855974,0.09098611772060394,0.09073397517204285,
6,15,v_normed,0.47596263885498047,0.054705314338207245,0.005062764976173639,0.10474299407914185,8.053054131820213,0.6793113946914673,0.6772832274436951,
6,15,sdpa_out,1.318486213684082,0.051567159593105316,0.005906966514885426,0.269826479912,18.10404096347823,0.28483784198760986,0.29336321353912354,
6,20,q_normed,4.767038822174072,0.5853733420372009,0.587804913520813,1.4489279810667586,110.62750915779523,0.5291390419006348,0.6080034971237183,
6,20,k_normed,0.9831807017326355,0.07126511633396149,0.009175794199109077,1.2050118305625233,89.649212092137,0.07949329912662506,0.08833770453929901,
6,20,v_normed,6.799342155456543,0.8279439806938171,1.2209645509719849,2.0057369543068213,150.28768743203844,0.5509060621261597,0.6978905200958252,
6,20,sdpa_out,9.307890892028809,0.33487918972969055,0.27058547735214233,2.2830963833699025,146.98065024597992,0.22783896327018738,0.3653196692466736,
6,25,q_normed,2.9557321071624756,0.4648468792438507,0.3605049252510071,1.099730530294582,85.14136339067021,0.5459706783294678,0.5568681955337524,
